name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
"Lovely, Modern Apartment in Park Slope, Brooklyn",174780742,t,Windsor Terrace,Brooklyn,40.65839,-73.9858,Entire rental unit,Entire home/apt,2,1.0,160.0,1125,194,83,1,0.96,382
"Guest Suite in Stylish Townhouse, 2bds w/ensuites",47104818,t,Bedford-Stuyvesant,Brooklyn,40.68963000733893,-73.93367223234823,Entire guest suite,Entire home/apt,2,2.0,263.0,29,208,66,1,0.77,992
"Room in a family house possibility long term ""ask""",177761074,f,Astoria,Queens,40.75546,-73.91757,Private room in rental unit,Private room,2,1.0,81.0,30,363,21,1,0.29,904
Cozy Apartment in Flatbush/Ditmas Park,63486878,t,Flatbush,Brooklyn,40.64062,-73.9581,Entire rental unit,Entire home/apt,3,1.0,85.0,60,118,108,3,2.61,945
Urban Delight: Brooklyn Retreat,127345864,t,East Flatbush,Brooklyn,40.64236,-73.93087,Entire guest suite,Entire home/apt,4,2.0,147.0,1125,95,206,2,2.45,475
2 Bedroom Apt Newly renovated-10 Min to Times SQ.,116067987,t,Astoria,Queens,40.75419,-73.92314,Entire rental unit,Entire home/apt,4,2.0,165.0,365,299,45,2,0.62,573
Luxurious Brooklyn Getaway - Two Bedroom Apartment,15681707,f,Crown Heights,Brooklyn,40.67492,-73.91262,Entire rental unit,Entire home/apt,8,2.0,140.0,60,233,151,2,1.73,426
Marlborough Road Air BnB,83899060,t,Flatbush,Brooklyn,40.64229,-73.96565,Entire rental unit,Entire home/apt,4,1.0,90.0,1125,365,87,1,1.0,250
Best Location in New York City - Artist apartment,1636933,f,Hell's Kitchen,Manhattan,40.75955,-73.98899,Entire condo,Entire home/apt,2,1.0,151.0,300,54,60,1,0.68,765
Large room 24 hrs doorman,124001241,f,Upper West Side,Manhattan,40.79202,-73.97476,Private room in rental unit,Private room,1,0.0,141.0,1125,54,1,1,0.04,278
Charming 1BR + WFH in Historic UES Townhouse,56283770,t,Upper East Side,Manhattan,40.7641591,-73.9674392,Entire rental unit,Entire home/apt,2,1.0,157.0,90,169,14,6,0.17,850
Spacious fully furnished studio apartment,83786650,t,Midtown,Manhattan,40.75985,-73.96277,Entire rental unit,Entire home/apt,2,0.0,123.0,360,315,12,15,0.14,307
Gabby Suite  in the Heights Hablamos Español,174986751,f,Washington Heights,Manhattan,40.8505,-73.94082,Private room in rental unit,Private room,2,1.0,175.0,1125,267,30,3,0.35,515
IDEAL WILLIAMSBURG Brooklyn @Lorimer L train!,50266813,f,Williamsburg,Brooklyn,40.71214,-73.95175,Private room in rental unit,Private room,2,1.0,66.0,1125,132,78,2,0.91,407
Hosted by Jude within listing unit 1F,74033494,t,Flatbush,Brooklyn,40.64183,-73.95179,Private room in rental unit,Private room,2,1.0,144.0,28,90,113,2,1.36,562
"Whole floor is yours, 23 Minutes to Manhattan",105310740,f,Bedford-Stuyvesant,Brooklyn,40.68278,-73.95301,Entire rental unit,Entire home/apt,2,1.0,80.0,365,64,19,2,0.27,307
Astoria Prime,178237936,f,Astoria,Queens,40.77238,-73.92517,Entire home,Entire home/apt,2,1.0,125.0,365,217,225,1,2.55,341
A Cute Two Bedroom Apartment by Yankee Stadium,23898129,f,Concourse,Bronx,40.82299,-73.92656,Private room in rental unit,Private room,4,2.0,160.0,730,365,60,2,0.68,426
No sharing/Entire 2 bdrm apt private 2 baths Lga,156948703,f,East Elmhurst,Queens,40.76905,-73.87366,Entire rental unit,Entire home/apt,9,2.0,150.0,30,365,406,3,4.67,570
"Unique & Spacious, W Village. THE REAL THING!",171678641,f,West Village,Manhattan,40.73577,-73.99909,Entire rental unit,Entire home/apt,2,1.0,283.0,180,355,13,1,0.15,536
Sunny & Quiet room in Clinton Hill,1577803,f,Clinton Hill,Brooklyn,40.6897,-73.96526,Private room in rental unit,Private room,2,0.0,130.0,1125,259,79,1,0.9,379
"Your Room ,Bronx NY",175152359,t,Westchester Square,Bronx,40.84518,-73.84677,Private room in home,Private room,1,1.0,49.0,90,245,62,4,0.71,397
Relaxing Stay Just Minutes from the Airport (Rm#2),175289458,f,East Elmhurst,Queens,40.756973166604176,-73.88288641800482,Private room in home,Private room,2,2.0,76.0,365,68,177,1,2.0,752
Bushwick Awesome Apartment,9864136,f,Bedford-Stuyvesant,Brooklyn,40.68462,-73.91482,Entire rental unit,Entire home/apt,8,1.0,80.0,730,289,10,20,0.11,450
2BR apartment at the Upper East,159598333,f,Upper East Side,Manhattan,40.7816,-73.94505,Entire rental unit,Entire home/apt,3,2.0,89.0,365,350,18,12,0.22,261
Perfect Place to Stay,121379512,f,East Morrisania,Bronx,40.82871,-73.8873,Private room in home,Private room,3,2.0,100.0,1125,365,7,2,0.08,357
First floor #6,151084261,t,Williamsburg,Brooklyn,40.71909,-73.94935,Private room in home,Private room,2,1.0,167.0,1125,294,22,8,0.25,419
Delnewyorkroom,45845050,f,Jackson Heights,Queens,40.75199,-73.88882,Private room in rental unit,Private room,4,1.0,80.0,31,320,2,2,0.02,438
4 Queen Beds - Downtown Manhattan Entire Apartment,19909972,t,Civic Center,Manhattan,40.71321,-73.99935,Entire rental unit,Entire home/apt,6,2.0,293.0,360,170,236,1,2.68,901
Large Manhattan Duplex 30 mins to Times Square!,137916804,t,Washington Heights,Manhattan,40.85383,-73.93323,Entire home,Entire home/apt,8,4.0,264.0,90,243,123,1,1.42,485
G&G Brooklyn Palace,176001804,t,Prospect-Lefferts Gardens,Brooklyn,40.65987,-73.95028,Private room in rental unit,Private room,5,2.0,190.0,365,280,304,1,3.47,778
Creative Living in Bushwick! Ready to Inspire!,22313730,f,Bushwick,Brooklyn,40.70366,-73.92511,Private room in rental unit,Private room,2,1.0,158.0,30,88,10,1,0.11,194
Private bedroom in Manhattan Upper East Side,11696537,t,Upper East Side,Manhattan,40.77977625481822,-73.94968295085873,Private room in rental unit,Private room,2,1.0,107.0,730,14,308,1,3.88,1002
"Blueground | Park Ave, gym, doorman, in Midtown",107434423,f,Murray Hill,Manhattan,40.74841,-73.97987,Entire rental unit,Entire home/apt,2,1.0,554.0,1125,3,1,1054,0.01,504
Sunny Bushwick Bedroom,20302754,t,Bushwick,Brooklyn,40.69502,-73.91315,Private room in rental unit,Private room,2,1.0,85.0,90,365,21,2,0.24,425
Big and Bright.,9428025,t,Upper East Side,Manhattan,40.77815,-73.9519,Entire rental unit,Entire home/apt,2,1.0,395.0,365,75,9,1,0.18,185
Chic Apartment in East Harlem,178675800,t,East Harlem,Manhattan,40.79643,-73.93429,Private room in rental unit,Private room,2,1.0,59.0,90,43,84,1,0.97,1002
Modern Home with Exposed Brick on a Quiet Street,21012470,f,Bushwick,Brooklyn,40.70141,-73.92215,Private room in rental unit,Private room,2,1.0,115.0,35,90,38,1,0.43,457
61st Street Northern Blvd,23340570,f,Woodside,Queens,40.75496,-73.90209,Entire home,Entire home/apt,4,2.0,150.0,1125,100,12,1,0.32,615
Spacious 2 level home for Groups sleeps upto 12,11305944,No info available,Allerton,Bronx,40.86384,-73.86364,Entire home,Entire home/apt,12,3.0,271.0,1125,365,25,3,0.29,446
Beautiful Astoria 5minLGA/walk subway,109327526,f,Astoria,Queens,40.76421,-73.90854,Shared room in rental unit,Shared room,4,3.0,195.0,60,270,0,2,0.0,405
Cozy room.,57339374,f,Borough Park,Brooklyn,40.644004821777344,-73.99636840820312,Private room in rental unit,Private room,1,1.0,55.0,30,213,15,2,0.18,550
SI HOUSE - Lovely 2 bedroom unit in Staten Island,59824375,t,Shore Acres,Staten Island,40.60768,-74.07541,Entire rental unit,Entire home/apt,4,2.0,113.0,165,138,42,4,1.4,566
Clean an comfortable apartment,16597520,f,Astoria,Queens,40.76491,-73.91843,Private room in rental unit,Private room,2,1.0,96.0,30,148,11,1,0.13,636
165 East 89-Great Alcove studio,51501835,f,Upper East Side,Manhattan,40.78148,-73.95198,Entire rental unit,Entire home/apt,3,0.0,125.0,365,273,14,180,0.17,313
Large Sunny Clinton Hill/Bedstuy bedroom,172366460,f,Clinton Hill,Brooklyn,40.69045,-73.96068,Private room in rental unit,Private room,2,1.0,144.0,1125,365,28,2,0.31,389
Elegant room in Harlem,63417081,f,Harlem,Manhattan,40.82372,-73.94546,Private room in rental unit,Private room,1,1.0,35.0,365,291,11,7,0.13,234
"Duplex, One Of A Kind, in Heart of Williamsburg",179026754,t,Williamsburg,Brooklyn,40.71124,-73.96292,Entire townhouse,Entire home/apt,6,2.0,642.0,90,255,10,4,0.11,1223
Couples Retreat in the Big Apple,2478424,t,Elmhurst,Queens,40.73627,-73.88117,Entire condo,Entire home/apt,2,1.0,108.0,700,133,38,1,0.46,712
3rd Floor 2 Bedroom by Park Ave,152595606,t,Kips Bay,Manhattan,40.74315,-73.98137,Entire rental unit,Entire home/apt,4,2.0,316.0,1125,260,21,1,0.24,439
Modern Lux,172592986,f,Norwood,Bronx,40.87469,-73.88456,Entire place,Entire home/apt,3,1.0,120.0,120,318,13,2,0.35,883
Cozy Studio near South Beach :-),59966705,t,Arrochar,Staten Island,40.59273,-74.07552,Entire rental unit,Entire home/apt,2,0.0,78.0,1125,329,91,1,1.02,530
Clean and romantic room.,172579417,f,Highbridge,Bronx,40.83641,-73.92331,Private room in home,Private room,2,1.0,63.0,365,365,5,1,0.22,203
521 West 48th-Best Private roofdeck Apt in Midtown,51501835,f,Hell's Kitchen,Manhattan,40.76311,-73.99306,Entire rental unit,Entire home/apt,8,4.0,350.0,365,311,1,180,0.03,240
Brooklyn getaway ! Spacious Room in Ditmas Park.,40636399,f,Flatbush,Brooklyn,40.63046,-73.96432,Private room in townhouse,Private room,2,1.0,129.0,1125,365,27,2,0.31,839
Water views in two directions,19640594,f,Battery Park City,Manhattan,40.70969,-74.01715,Entire rental unit,Entire home/apt,7,3.0,292.0,1125,143,0,1,0.0,262
Cozy Corner,180154611,f,Canarsie,Brooklyn,40.63787,-73.89813,Private room in townhouse,Private room,2,1.0,55.0,1125,365,52,1,0.61,749
Upper East Side Cozy Room!!!,180219381,f,East Harlem,Manhattan,40.7881,-73.95155,Private room in rental unit,Private room,2,1.0,80.0,1125,167,223,1,2.54,179
Enormous and illuminated top floor with elevator!,84529,f,Elmhurst,Queens,40.74668,-73.88779,Entire rental unit,Entire home/apt,2,1.0,122.0,120,198,8,1,0.1,657
Study zone near Columbia •,172851546,t,Upper West Side,Manhattan,40.79827,-73.96438,Private room in rental unit,Private room,2,1.0,199.0,730,215,105,3,1.23,2016
Historic Lux Next to Central Park w/Fireplace,10459727,f,Upper West Side,Manhattan,40.78052,-73.97559,Private room in rental unit,Private room,2,1.0,150.0,1125,177,58,2,0.82,309
SINGLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73392,-73.9834,Room in boutique hotel,Private room,1,1.0,92.0,60,320,8,20,0.09,313
LES 2 BR Penthouse New Construction,87585422,f,East Village,Manhattan,40.72198,-73.98404,Entire condo,Entire home/apt,5,2.0,1211.0,90,364,23,1,0.3,397
"""Contentment""",182989977,f,East Flatbush,Brooklyn,40.6562,-73.93877,Private room in home,Private room,1,1.0,80.0,30,365,5,3,0.06,289
The Pink Flamingo,121328011,f,Richmond Hill,Queens,40.681897994836376,-73.82162587292936,Shared room in home,Shared room,2,1.0,183.0,30,363,0,1,0.0,712
Heart of the City,173373234,f,Midtown,Manhattan,40.75842,-73.9718,Entire rental unit,Entire home/apt,3,1.0,157.0,1125,364,7,2,0.08,565
New York on The Ocean,180744564,f,Brighton Beach,Brooklyn,40.57916,-73.95424,Entire rental unit,Entire home/apt,4,0.0,105.0,1125,365,53,1,0.61,379
Great Location Private Room in Manhattan!,117675375,f,East Harlem,Manhattan,40.80057282148561,-73.93933712204556,Private room in rental unit,Private room,1,1.0,62.0,90,37,115,2,1.34,383
Stylish & Tranquil East Village Three Bedroom,11305249,f,East Village,Manhattan,40.72483,-73.98865,Entire loft,Entire home/apt,7,3.0,650.0,1125,167,210,1,2.43,1004
Modern & Stylish 1 Bed Manhattan w/ Private Garden,183886601,t,Inwood,Manhattan,40.86882,-73.92374,Entire rental unit,Entire home/apt,4,1.0,105.0,365,321,17,1,0.2,373
The corner house,2790890,No info available,Bedford-Stuyvesant,Brooklyn,40.69369,-73.94971,Entire townhouse,Entire home/apt,2,1.0,112.0,240,277,187,2,2.16,678
Hawthorn I by Rove Travel | 3BR Duplex Loft,8961407,t,Harlem,Manhattan,40.806232,-73.947289,Entire rental unit,Entire home/apt,6,3.0,405.0,730,287,90,3,1.07,894
PRIVate ROOFTop & Balcony Penthouse Prospect Park,12950555,t,Flatbush,Brooklyn,40.65375,-73.95769,Entire rental unit,Entire home/apt,5,3.0,285.0,365,91,6,3,0.22,1055
Large Private Room in a 2Bedroom Unit in Astoria,9031624,t,Ditmars Steinway,Queens,40.77801,-73.90998,Private room in rental unit,Private room,1,1.0,60.0,365,45,1,1,0.17,311
Hermoso Penthouse con terraza privada.,163421878,f,Sunnyside,Queens,40.74204,-73.91174,Private room in rental unit,Private room,3,1.0,200.0,1125,365,147,3,1.7,1105
Gem of NYC/Astoria 5 min LGA/walk to subway,109327526,f,Astoria,Queens,40.76354,-73.90878,Entire home,Entire home/apt,4,3.0,197.0,60,208,90,2,2.75,480
Cozy Room in Duplex with Private Outdoor Area,3436710,t,East Village,Manhattan,40.72583,-73.97619,Private room in rental unit,Private room,2,1.0,180.0,1125,76,45,4,0.52,738
Relaxing place for recharge energy,110907551,f,Midtown,Manhattan,40.74693,-73.98284,Private room in rental unit,Private room,2,1.0,102.0,1125,142,59,1,0.79,781
ASTORIA LARGE BEDROOM CLOSE TO MANHATTAN,45416627,t,Astoria,Queens,40.76825,-73.92464,Private room in home,Private room,2,1.0,60.0,1125,289,26,10,0.3,511
GREAT LOCATION NEAR THE SUBWAY,45416627,t,Astoria,Queens,40.76933,-73.92317,Private room in home,Private room,2,1.0,49.0,1125,308,121,10,1.4,413
Beautiful Private Room,181108819,f,Clifton,Staten Island,40.61989,-74.08581,Private room in rental unit,Private room,2,1.0,62.0,30,365,94,1,1.07,153
Private cozy room in flushing queens,137129564,t,Flushing,Queens,40.75373,-73.81579,Private room in home,Private room,1,1.0,59.0,1125,289,102,11,1.16,173
SINGLE WITH SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.736,-73.98488,Room in boutique hotel,Private room,1,1.0,116.0,60,264,13,20,0.16,313
HUGE 2500 sq. ft.  Loft in SoHo/Little Italy,181372846,t,Chinatown,Manhattan,40.71642,-73.99908,Private room in loft,Private room,2,3.0,699.0,60,270,64,2,0.74,428
NYC TOP CHOICE RMS located close to pub transport,55948559,f,Pelham Gardens,Bronx,40.8667,-73.84154,Private room in home,Private room,1,1.0,38.0,1125,228,10,5,0.11,408
Rockaway Bay View 3 Bedroom Retreat,181679481,f,Arverne,Queens,40.59855,-73.79418,Entire guest suite,Entire home/apt,7,3.0,175.0,30,177,48,1,0.56,1463
Private room,53781263,f,Ridgewood,Queens,40.70065,-73.90352,Private room in rental unit,Private room,1,1.0,65.0,35,57,40,2,0.46,231
Artist Studio Apartment,53781263,f,Ridgewood,Queens,40.70227,-73.90411,Entire rental unit,Entire home/apt,2,1.0,119.0,60,142,56,2,0.65,507
Williamsburg Apt. Panoramic View/Private Rooftop,184694715,t,Williamsburg,Brooklyn,40.71623,-73.94067,Entire condo,Entire home/apt,2,1.0,184.0,180,113,141,1,1.63,437
Brooklyn Oasis Private Suite,21965282,f,Bay Ridge,Brooklyn,40.63276,-74.03097,Private room in rental unit,Private room,3,1.0,64.0,90,365,7,3,0.08,436
Family Friendly Guest Suite close to Prospect Park,184853043,f,Kensington,Brooklyn,40.64577618571037,-73.97077652540874,Entire guest suite,Entire home/apt,4,3.0,540.0,30,231,97,1,1.17,1102
SINGLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73559,-73.9835,Room in boutique hotel,Private room,1,1.0,90.0,60,317,14,20,0.2,296
Cozy private bedroom downtown,186680487,f,Lower East Side,Manhattan,40.71138,-73.99156,Private room in rental unit,Private room,2,1.0,65.0,365,298,124,1,1.44,235
"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",185022050,f,Bensonhurst,Brooklyn,40.61334,-73.98714,Entire rental unit,Entire home/apt,4,2.0,119.0,60,228,27,2,0.31,506
The United Flat IV • Vibe 8607,61391963,t,Midtown,Manhattan,40.75498962402344,-73.96636199951172,Entire rental unit,Entire home/apt,2,0.0,146.0,365,324,18,141,0.21,444
The United Flat • Vibe 6835,61391963,t,Midtown,Manhattan,40.75498962402344,-73.96636199951172,Entire rental unit,Entire home/apt,2,1.0,180.0,1125,295,13,141,0.15,512
The Lexy • Vibe 8610,61391963,t,Kips Bay,Manhattan,40.74533081054688,-73.9798583984375,Entire rental unit,Entire home/apt,2,0.0,151.0,1125,295,29,141,0.34,517
"""P"" HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!",59156312,f,Woodhaven,Queens,40.68751,-73.86678,Private room in home,Private room,1,1.0,49.0,365,75,33,4,0.38,568
Sunny Studio Williamsburg w/ Private Bath&Entrance,1844352,f,Williamsburg,Brooklyn,40.71148,-73.94249,Private room in rental unit,Private room,2,1.0,126.0,1124,256,40,1,0.46,450
Soho/ LES/Vill NYC 2 br Lux apt,177353847,f,East Village,Manhattan,40.72564,-73.99044,Entire rental unit,Entire home/apt,3,2.0,280.0,365,318,14,1,0.16,532
Full apartment in Harlem,110062861,f,Harlem,Manhattan,40.81526,-73.94507,Entire rental unit,Entire home/apt,4,2.0,95.0,90,192,35,2,0.42,281
Bushwick Artist’s Sanctuary,187190679,f,Bushwick,Brooklyn,40.70106,-73.92457,Entire rental unit,Entire home/apt,2,1.0,156.0,60,55,53,1,0.62,511
Spacious room in a home,83377687,f,Jackson Heights,Queens,40.75414,-73.85671,Private room in rental unit,Private room,2,2.0,148.0,31,179,209,1,2.39,789
Sunny bedroom in a designer apartment,185189643,t,Sunnyside,Queens,40.74524,-73.92005,Private room in rental unit,Private room,2,1.0,97.0,14,31,240,1,2.76,389
"Blueground | Tribeca, gym, doorman & roof deck",107434423,f,Tribeca,Manhattan,40.713833,-74.010242,Entire rental unit,Entire home/apt,2,1.0,523.0,1125,333,1,1054,0.02,464
High End Hilton Studio near Central Park,6524762,f,Midtown,Manhattan,40.76527,-73.97744,Entire serviced apartment,Entire home/apt,2,0.0,654.0,7,262,35,3,0.4,238
Cozy Studio in Queens,24373940,f,East Elmhurst,Queens,40.75505,-73.8964,Entire rental unit,Entire home/apt,2,0.0,100.0,1125,365,0,1,0.0,70
Furnished Midtown One Bedroom Beauty,120762452,f,Murray Hill,Manhattan,40.74838,-73.97734,Entire rental unit,Entire home/apt,3,1.0,240.0,120,365,3,83,0.04,324
Sunny room just a short walk to parks & shopping,179778880,f,Sunset Park,Brooklyn,40.66231,-73.99206,Private room in loft,Private room,1,1.0,51.0,1125,325,65,2,0.75,594
"Private Room in Bklyn, 1 min to J, Legal Reg NYC",182260692,t,Cypress Hills,Brooklyn,40.68326,-73.87802,Private room in home,Private room,2,1.0,119.0,30,276,331,1,3.81,536
Ridgewood Rooftop,47424665,f,Ridgewood,Queens,40.70484,-73.90951,Entire loft,Entire home/apt,5,2.0,366.0,730,364,208,2,2.46,1000
1 bed-Convent Ave.  Near CCNY Sleeps 4,12986426,f,Harlem,Manhattan,40.82537,-73.94857,Entire rental unit,Entire home/apt,4,1.0,196.0,30,66,25,1,0.36,570
Summer escape in Brighton Beach,30895980,f,Brighton Beach,Brooklyn,40.5768,-73.95472,Entire rental unit,Entire home/apt,3,1.0,210.0,30,270,24,3,0.28,451
Chic Urban Loft with Waterfront Views,10679309,t,DUMBO,Brooklyn,40.70331381854925,-73.98586887235119,Entire rental unit,Entire home/apt,4,1.0,375.0,1125,63,33,2,0.38,830
Sunny Bedroom on Quiet Block Close to it All!,156298,f,East Village,Manhattan,40.72406,-73.97627,Private room in rental unit,Private room,1,0.0,59.0,50,33,2,1,0.02,382
Angie Suite  in the Heights Hablamos Español,174986751,f,Washington Heights,Manhattan,40.85207,-73.94134,Private room in rental unit,Private room,2,1.0,175.0,1125,267,16,3,0.18,474
Sisters Suite in theHeights Hablamos Español,174986751,f,Washington Heights,Manhattan,40.85234,-73.93992,Private room in rental unit,Private room,4,2.0,300.0,1125,267,7,3,0.08,252
Art & Design Private Oasis in Prime Williamsburg,3494371,t,Williamsburg,Brooklyn,40.71555,-73.95347,Entire condo,Entire home/apt,2,1.0,240.0,366,289,21,1,0.25,1342
Ditmas Park Victorian Home,14759766,f,Flatbush,Brooklyn,40.64394,-73.96057,Entire home,Entire home/apt,8,5.0,1140.0,90,173,8,2,0.11,458
Brookdale hospital resident  favorite spot,94214493,No info available,East Flatbush,Brooklyn,40.65674,-73.91833,Private room in home,Private room,1,1.0,49.0,30,265,0,9,0.0,627
Large Private Room With Three Windows,137129564,t,Flushing,Queens,40.75237624139484,-73.81511936289402,Private room in home,Private room,2,1.0,62.0,1125,327,148,11,1.71,220
Queens C Place 2,156716488,f,South Ozone Park,Queens,40.669598,-73.793243,Private room in home,Private room,1,1.0,146.0,30,270,14,2,0.17,505
M&S Comfort Room. Located on the second floor.,185889529,t,St. Albans,Queens,40.70474,-73.75667,Private room in home,Private room,2,1.0,85.0,31,353,129,5,1.52,314
the coolest bedroom/apartment in harlem.,185683441,f,Harlem,Manhattan,40.81657,-73.94184,Private room in rental unit,Private room,2,1.0,70.0,1125,270,82,3,0.94,330
"Surfinbird Blue, Modern beach apartment",185956783,f,Rockaway Beach,Queens,40.58556,-73.8172,Entire condo,Entire home/apt,4,2.0,289.0,1125,179,19,1,0.22,463
Queens C Place 1,156716488,f,South Ozone Park,Queens,40.67044,-73.7936,Private room in home,Private room,1,1.0,152.0,30,365,28,2,0.33,819
"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",2316071,f,Williamsburg,Brooklyn,40.71335,-73.95742,Entire rental unit,Entire home/apt,4,2.0,300.0,120,43,27,1,0.32,317
